ID,condition,correct,RT
001,neutral,Y,1.186
001,congruent,Y,0.667
001,congruent,Y,0.614
001,neutral,Y,0.696
001,neutral,Y,0.752
001,incongruent,Y,0.864
001,congruent,Y,0.793
001,neutral,Y,0.662
001,neutral,Y,0.715
001,incongruent,Y,0.792
001,neutral,Y,0.739
001,congruent,Y,1.028
001,incongruent,Y,0.785
001,congruent,Y,0.789
001,neutral,N,0.898
001,neutral,Y,0.907
001,incongruent,Y,1.055
001,incongruent,Y,0.654
001,incongruent,Y,0.662
001,incongruent,Y,0.661
001,neutral,N,0.847
001,neutral,Y,0.811
001,congruent,Y,0.801
001,incongruent,Y,0.737
001,congruent,Y,1.007
001,neutral,Y,1.016
001,neutral,Y,0.745
001,congruent,Y,0.923
001,congruent,Y,0.938
001,neutral,Y,0.747
001,incongruent,Y,1.106
001,incongruent,Y,1.191
001,congruent,Y,0.67
001,congruent,Y,0.967
001,neutral,Y,0.835
001,neutral,Y,0.796
001,congruent,Y,0.889
001,congruent,Y,0.788
001,congruent,Y,0.627
001,incongruent,N,0.926
001,neutral,N,0.778
001,neutral,Y,0.823
001,neutral,Y,0.702
001,neutral,Y,0.622
001,incongruent,Y,1.036
001,incongruent,Y,0.552
001,neutral,Y,0.891
001,incongruent,Y,0.853
001,congruent,Y,1.052
001,congruent,Y,0.637
001,congruent,Y,0.918
001,incongruent,Y,0.924
001,neutral,Y,0.835
001,neutral,Y,0.709
001,incongruent,Y,0.825
001,congruent,Y,0.727
001,congruent,Y,0.743
001,incongruent,N,0
001,congruent,Y,0.697
001,congruent,Y,0.689
001,incongruent,Y,0.87
001,congruent,Y,0.695
001,neutral,Y,0.851
001,incongruent,Y,1.148
001,neutral,Y,0.921
001,incongruent,Y,1.23
001,congruent,Y,0.804
001,incongruent,Y,0.985
001,incongruent,Y,1.022
001,neutral,N,0.895
001,neutral,Y,0.695
001,congruent,Y,0.931
001,incongruent,Y,1.093
001,neutral,Y,0.744
001,congruent,Y,0.953
001,congruent,Y,0.923
001,incongruent,Y,1.127
001,neutral,Y,0.873
001,incongruent,Y,0.945
001,incongruent,Y,1.219
001,incongruent,Y,1.078
001,neutral,Y,0.691
001,neutral,Y,0.808
001,congruent,Y,0.935
001,neutral,Y,0.752
001,congruent,Y,0.801
001,neutral,Y,1
001,incongruent,Y,0.692
001,neutral,Y,0.832
001,incongruent,N,0.974
001,congruent,Y,0.768
001,congruent,Y,0.624
001,incongruent,Y,1.036
001,congruent,Y,0.761
001,congruent,Y,0.635
001,incongruent,N,0.922
001,congruent,Y,0.78
001,congruent,Y,0.694
001,incongruent,Y,0.979
001,congruent,Y,0.911
001,congruent,Y,0.787
001,congruent,Y,0.841
001,neutral,Y,0.878
001,neutral,Y,0.714
001,congruent,Y,0.869
001,neutral,Y,0.801
001,neutral,Y,1.05
001,neutral,Y,1.031
001,incongruent,N,1.048
001,neutral,Y,0.792
001,incongruent,Y,1.158
001,congruent,Y,0.757
001,neutral,Y,0.91
001,congruent,Y,0.666
001,neutral,Y,1.067
001,incongruent,N,0
001,neutral,Y,1.089
001,congruent,Y,0.653
001,congruent,Y,0.642
001,incongruent,Y,0.961
002,neutral,Y,0.888
002,congruent,Y,0.597
002,incongruent,Y,1.428
002,neutral,N,0.87
002,incongruent,N,0
002,neutral,Y,0.888
002,incongruent,N,0.742
002,congruent,Y,1.511
002,incongruent,Y,0.717
002,neutral,Y,0.564
002,incongruent,Y,1.102
002,incongruent,Y,0.836
002,incongruent,Y,0.802
002,neutral,Y,0.478
002,neutral,Y,0.777
002,congruent,Y,1.133
002,incongruent,Y,0.957
002,congruent,Y,0.833
002,congruent,Y,0.773
002,neutral,N,1.005
002,congruent,Y,0.954
002,incongruent,Y,1.212
002,neutral,Y,0.801
002,neutral,Y,0.647
002,neutral,Y,0.734
002,congruent,Y,0.862
002,neutral,Y,0.638
002,incongruent,Y,1.212
002,congruent,Y,0.793
002,neutral,Y,0.927
002,congruent,Y,0.792
002,incongruent,Y,1.087
002,neutral,Y,0.942
002,congruent,Y,0.756
002,congruent,Y,0.827
002,congruent,Y,0.774
002,congruent,Y,0.655
002,incongruent,Y,1.009
002,incongruent,Y,0.993
002,incongruent,Y,0.786
002,neutral,Y,0.987
002,congruent,Y,0.682
002,incongruent,N,0
002,incongruent,Y,0.898
002,neutral,Y,0.668
002,congruent,Y,0.685
002,congruent,Y,0.896
002,congruent,Y,1.76
002,neutral,Y,0.827
002,congruent,Y,0.776
002,incongruent,Y,0.952
002,congruent,Y,0.706
002,congruent,N,0
002,congruent,Y,0.804
002,incongruent,Y,0.934
002,congruent,Y,1.258
002,neutral,N,0
002,congruent,Y,0.638
002,congruent,Y,1.449
002,congruent,Y,0.635
002,incongruent,Y,1.339
002,neutral,Y,1.908
002,neutral,N,0.635
002,congruent,Y,1.358
002,neutral,Y,1.236
002,incongruent,N,0.812
002,incongruent,N,1.57
002,incongruent,N,0
002,congruent,Y,0.871
002,neutral,Y,1.356
002,congruent,N,0
002,incongruent,N,1.027
002,incongruent,N,0
002,incongruent,N,0
002,incongruent,N,0.88
002,congruent,Y,0.869
002,neutral,Y,0.778
002,neutral,Y,1.006
002,incongruent,N,0
002,incongruent,Y,0.917
002,neutral,N,0
002,neutral,Y,0.998
002,incongruent,Y,1.199
002,neutral,Y,1.051
002,congruent,Y,0.716
002,congruent,Y,1.789
002,neutral,N,0
002,neutral,Y,0.858
002,neutral,N,0
002,congruent,N,0.727
002,congruent,Y,0.629
002,neutral,Y,1.31
002,congruent,N,0
002,congruent,N,0
002,incongruent,Y,1.082
002,neutral,Y,1.164
002,congruent,Y,0.725
002,incongruent,N,0
002,congruent,Y,0.756
002,neutral,Y,0.919
002,incongruent,N,0
002,neutral,N,0
002,congruent,Y,0.717
002,incongruent,Y,0.889
002,congruent,Y,1.043
002,neutral,N,0
002,neutral,Y,1.371
002,neutral,Y,0.852
002,neutral,N,0
002,neutral,Y,1.17
002,neutral,N,0
002,neutral,Y,0.774
002,congruent,Y,1.225
002,congruent,N,0
002,neutral,Y,0.922
002,neutral,N,0
002,incongruent,N,0
002,incongruent,Y,1.208
002,incongruent,Y,0.987
003,incongruent,Y,0.532
003,neutral,Y,0.602
003,incongruent,Y,0.754
003,incongruent,Y,0.753
003,congruent,Y,0.614
003,incongruent,Y,0.727
003,congruent,Y,0.601
003,congruent,N,0.7
003,congruent,Y,0.689
003,neutral,Y,0.71
003,congruent,Y,0.611
003,congruent,Y,0.69
003,congruent,Y,0.621
003,neutral,Y,0.748
003,neutral,Y,0.577
003,neutral,Y,0.665
003,incongruent,Y,0.544
003,neutral,Y,0.633
003,congruent,Y,0.636
003,neutral,Y,0.679
003,congruent,Y,0.57
003,neutral,Y,0.895
003,congruent,Y,0.68
003,neutral,N,0.604
003,incongruent,Y,0.78
003,neutral,Y,0.973
003,incongruent,Y,0.619
003,incongruent,Y,0.628
003,incongruent,Y,1.047
003,neutral,Y,0.899
003,incongruent,Y,0.766
003,congruent,Y,0.922
003,neutral,Y,0.676
003,neutral,Y,0.795
003,congruent,Y,1.033
003,neutral,Y,0.635
003,congruent,Y,0.72
003,neutral,Y,0.723
003,incongruent,Y,0.78
003,incongruent,Y,1
003,incongruent,Y,0.968
003,congruent,Y,0.967
003,congruent,Y,0.709
003,congruent,Y,0.645
003,neutral,Y,0.742
003,neutral,Y,0.821
003,neutral,Y,0.91
003,congruent,Y,1.174
003,congruent,Y,0.581
003,neutral,Y,0.722
003,neutral,Y,0.96
003,neutral,Y,0.746
003,neutral,Y,0.696
003,incongruent,Y,0.828
003,congruent,Y,0.894
003,congruent,Y,0.685
003,incongruent,Y,0.726
003,incongruent,Y,0.747
003,incongruent,Y,1.358
003,neutral,Y,1.38
003,neutral,Y,0.544
003,congruent,Y,0.505
003,congruent,N,0.86
003,neutral,Y,0.826
003,incongruent,Y,0.844
003,incongruent,Y,0.673
003,congruent,Y,0.719
003,incongruent,Y,1.223
003,congruent,Y,0.598
003,congruent,Y,0.662
003,incongruent,Y,1.009
003,congruent,Y,0.804
003,neutral,Y,0.947
003,congruent,Y,0.831
003,incongruent,Y,0.963
003,neutral,Y,0.657
003,neutral,N,0.938
003,neutral,Y,0.83
003,neutral,Y,0.839
003,incongruent,Y,1.178
003,neutral,Y,0.721
003,incongruent,Y,0.917
003,neutral,Y,0.528
003,congruent,Y,0.772
003,neutral,Y,0.806
003,neutral,Y,0.759
003,incongruent,Y,0.688
003,congruent,Y,0.757
003,neutral,Y,0.714
003,congruent,Y,0.627
003,neutral,Y,0.578
003,incongruent,Y,0.575
003,congruent,Y,0.689
003,incongruent,Y,0.673
003,neutral,Y,0.764
003,incongruent,Y,0.838
003,neutral,Y,0.72
003,neutral,Y,0.692
003,congruent,Y,0.536
003,neutral,Y,0.837
003,congruent,Y,0.674
003,incongruent,Y,0.653
003,congruent,Y,0.854
003,incongruent,N,0
003,neutral,Y,1.18
003,congruent,Y,0.71
003,incongruent,Y,0.916
003,congruent,Y,0.69
003,congruent,Y,0.744
003,incongruent,N,0
003,congruent,Y,0.797
003,congruent,Y,0.784
003,incongruent,Y,1.327
003,congruent,Y,0.617
003,congruent,Y,0.676
003,incongruent,Y,0.902
003,incongruent,Y,0.858
003,neutral,Y,0.719
003,congruent,Y,0.741
004,neutral,Y,0.863
004,incongruent,Y,0.655
004,incongruent,Y,0.656
004,incongruent,Y,0.45
004,congruent,Y,0.774
004,congruent,Y,0.826
004,neutral,Y,0.568
004,neutral,Y,0.82
004,incongruent,Y,1.016
004,congruent,Y,0.493
004,congruent,Y,0.554
004,congruent,Y,0.824
004,incongruent,Y,1.03
004,incongruent,Y,0.742
004,incongruent,Y,0.8
004,incongruent,Y,0.531
004,incongruent,Y,0.655
004,neutral,Y,0.616
004,neutral,Y,0.722
004,incongruent,Y,0.769
004,neutral,Y,0.728
004,incongruent,Y,0.658
004,incongruent,Y,0.515
004,congruent,Y,0.621
004,neutral,Y,0.639
004,congruent,Y,0.601
004,neutral,Y,0.71
004,incongruent,Y,0.665
004,neutral,Y,0.653
004,neutral,Y,0.545
004,neutral,Y,0.739
004,neutral,Y,0.674
004,incongruent,N,0.852
004,incongruent,Y,0.883
004,congruent,Y,0.765
004,congruent,Y,0.48
004,incongruent,Y,0.717
004,congruent,Y,0.673
004,neutral,Y,0.632
004,congruent,Y,0.553
004,neutral,Y,0.649
004,neutral,Y,0.588
004,neutral,Y,0.555
004,congruent,Y,0.536
004,neutral,Y,0.496
004,incongruent,Y,0.748
004,incongruent,Y,0.817
004,congruent,Y,0.71
004,incongruent,Y,0.664
004,congruent,Y,0.627
004,neutral,Y,0.655
004,neutral,Y,0.694
004,congruent,Y,0.643
004,congruent,Y,0.632
004,congruent,Y,0.449
004,neutral,Y,0.555
004,incongruent,Y,0.821
004,neutral,Y,0.533
004,congruent,Y,0.722
004,congruent,Y,0.631
004,neutral,Y,0.704
004,neutral,Y,0.618
004,neutral,Y,0.61
004,incongruent,Y,0.642
004,congruent,Y,0.551
004,congruent,Y,0.557
004,neutral,Y,0.604
004,incongruent,Y,0.648
004,incongruent,Y,1.192
004,neutral,Y,0.759
004,neutral,Y,0.812
004,congruent,Y,0.648
004,incongruent,Y,1.091
004,incongruent,Y,0.971
004,incongruent,Y,0.912
004,congruent,Y,0.561
004,neutral,Y,0.76
004,neutral,Y,0.492
004,congruent,Y,0.612
004,congruent,Y,0.692
004,congruent,Y,0.61
004,congruent,Y,0.679
004,incongruent,N,0.83
004,neutral,Y,0.642
004,incongruent,Y,1.233
004,congruent,Y,0.724
004,neutral,Y,0.89
004,congruent,Y,0.739
004,congruent,Y,0.705
004,congruent,Y,0.591
004,congruent,Y,0.934
004,incongruent,Y,0.775
004,incongruent,Y,0.862
004,congruent,Y,0.718
004,congruent,Y,0.686
004,neutral,Y,0.83
004,congruent,Y,0.747
004,incongruent,Y,0.619
004,congruent,Y,0.681
004,congruent,Y,0.569
004,neutral,Y,0.675
004,neutral,Y,0.638
004,congruent,Y,0.629
004,neutral,Y,0.668
004,incongruent,Y,1.042
004,neutral,Y,0.558
004,neutral,Y,0.755
004,incongruent,Y,0.975
004,neutral,Y,0.704
004,congruent,Y,0.706
004,neutral,Y,0.797
004,neutral,Y,0.737
004,neutral,Y,0.724
004,congruent,Y,0.655
004,incongruent,Y,0.974
004,neutral,Y,0.661
004,congruent,Y,0.577
004,incongruent,Y,0.99
004,congruent,Y,0.827
005,incongruent,Y,0.632
005,congruent,Y,0.561
005,neutral,Y,0.787
005,congruent,Y,0.76
005,incongruent,Y,0.861
005,neutral,Y,0.533
005,congruent,Y,0.546
005,neutral,Y,0.482
005,congruent,Y,0.522
005,congruent,Y,0.586
005,neutral,Y,0.45
005,congruent,Y,0.509
005,congruent,Y,0.601
005,congruent,Y,0.503
005,incongruent,Y,0.895
005,incongruent,Y,0.704
005,neutral,Y,0.732
005,neutral,Y,0.501
005,congruent,Y,0.591
005,neutral,Y,0.472
005,neutral,Y,0.496
005,neutral,Y,0.478
005,neutral,Y,0.602
005,neutral,Y,0.601
005,incongruent,Y,0.593
005,congruent,Y,0.547
005,neutral,N,0.526
005,incongruent,Y,0.527
005,congruent,Y,0.793
005,incongruent,Y,0.52
005,incongruent,Y,0.818
005,congruent,Y,0.637
005,neutral,Y,0.714
005,congruent,Y,0.683
005,incongruent,Y,0.929
005,incongruent,Y,0.85
005,neutral,Y,0.538
005,incongruent,Y,0.66
005,congruent,Y,0.487
005,congruent,Y,0.854
005,congruent,Y,0.485
005,incongruent,Y,0.643
005,neutral,Y,1.086
005,congruent,Y,0.684
005,congruent,Y,0.708
005,neutral,Y,0.622
005,incongruent,Y,0.616
005,congruent,Y,0.72
005,neutral,Y,0.699
005,incongruent,Y,0.958
005,congruent,Y,0.699
005,congruent,N,0
005,congruent,Y,0.872
005,incongruent,Y,1.141
005,incongruent,Y,0.807
005,incongruent,Y,0.651
005,incongruent,Y,0.739
005,incongruent,Y,0.82
005,congruent,Y,0.594
005,incongruent,Y,0.612
005,congruent,Y,0.671
005,incongruent,N,0.649
005,incongruent,Y,0.726
005,congruent,Y,0.588
005,incongruent,Y,0.747
005,congruent,Y,0.584
005,incongruent,Y,0.74
005,incongruent,Y,0.549
005,congruent,Y,0.612
005,congruent,Y,0.516
005,incongruent,Y,0.603
005,neutral,Y,0.609
005,neutral,Y,0.788
005,congruent,Y,0.577
005,congruent,Y,0.916
005,neutral,Y,0.885
005,neutral,Y,0.597
005,incongruent,N,0.566
005,incongruent,Y,0.63
005,congruent,Y,0.922
005,neutral,Y,0.517
005,congruent,Y,0.484
005,neutral,Y,0.705
005,incongruent,Y,0.912
005,neutral,Y,0.793
005,neutral,Y,0.9
005,congruent,Y,0.645
005,incongruent,Y,0.605
005,incongruent,Y,1.037
005,neutral,Y,0.706
005,congruent,Y,0.567
005,neutral,Y,0.673
005,incongruent,Y,0.587
005,congruent,Y,0.541
005,congruent,Y,0.648
005,neutral,Y,0.587
005,incongruent,Y,0.579
005,congruent,Y,0.536
005,neutral,Y,0.706
005,neutral,Y,0.642
005,neutral,Y,0.625
005,congruent,Y,0.827
005,neutral,Y,0.749
005,neutral,Y,0.675
005,incongruent,Y,0.641
005,neutral,Y,1.063
005,neutral,Y,0.614
005,congruent,Y,0.593
005,congruent,Y,0.637
005,neutral,Y,0.621
005,neutral,N,0
005,incongruent,Y,0.941
005,incongruent,Y,0.865
005,congruent,Y,0.837
005,neutral,Y,0.683
005,congruent,Y,0.64
005,neutral,Y,0.608
005,neutral,Y,0.551
005,neutral,Y,0.765
005,neutral,Y,0.559
006,incongruent,Y,0.729
006,congruent,Y,0.614
006,incongruent,Y,0.77
006,congruent,Y,0.936
006,neutral,Y,0.689
006,neutral,Y,0.612
006,congruent,Y,0.71
006,neutral,Y,0.474
006,congruent,Y,0.522
006,neutral,Y,0.828
006,incongruent,Y,0.807
006,neutral,Y,0.573
006,neutral,Y,0.531
006,incongruent,Y,0.567
006,incongruent,Y,0.791
006,incongruent,Y,0.625
006,incongruent,Y,0.908
006,neutral,Y,0.761
006,incongruent,Y,0.616
006,congruent,Y,0.882
006,congruent,Y,0.547
006,congruent,Y,0.621
006,incongruent,Y,0.733
006,incongruent,Y,0.698
006,incongruent,Y,0.717
006,incongruent,Y,0.728
006,congruent,Y,0.622
006,neutral,Y,0.602
006,congruent,Y,0.636
006,neutral,Y,0.555
006,incongruent,Y,0.611
006,incongruent,N,0.64
006,congruent,N,0.559
006,congruent,Y,0.753
006,incongruent,Y,0.697
006,incongruent,Y,0.856
006,incongruent,Y,1.003
006,neutral,Y,0.697
006,congruent,Y,0.916
006,neutral,Y,0.69
006,congruent,Y,0.655
006,congruent,Y,0.739
006,congruent,Y,0.588
006,congruent,Y,0.68
006,neutral,Y,0.609
006,congruent,Y,0.57
006,congruent,Y,0.593
006,neutral,Y,0.739
006,neutral,Y,0.661
006,incongruent,Y,0.505
006,incongruent,Y,0.648
006,congruent,Y,0.672
006,congruent,Y,0.935
006,neutral,Y,0.789
006,neutral,Y,0.913
006,congruent,Y,0.602
006,neutral,Y,0.711
006,incongruent,Y,0.91
006,neutral,N,0.787
006,incongruent,Y,0.641
006,congruent,Y,0.725
006,neutral,Y,0.95
006,congruent,Y,0.839
006,neutral,Y,0.718
006,congruent,Y,0.569
006,neutral,Y,0.821
006,congruent,Y,0.737
006,neutral,Y,0.745
006,incongruent,Y,0.638
006,neutral,Y,0.769
006,neutral,Y,0.806
006,congruent,Y,0.674
006,neutral,Y,0.765
006,incongruent,Y,0.882
006,neutral,Y,0.717
006,neutral,Y,0.88
006,incongruent,Y,0.687
006,congruent,Y,0.662
006,congruent,Y,0.711
006,congruent,Y,0.623
006,neutral,Y,0.664
006,incongruent,Y,0.668
006,incongruent,Y,0.744
006,congruent,Y,0.698
006,congruent,Y,0.654
006,neutral,Y,0.818
006,neutral,Y,0.784
006,congruent,Y,0.839
006,incongruent,N,0.813
006,congruent,Y,0.87
006,congruent,Y,0.685
006,neutral,Y,1.228
006,incongruent,Y,0.709
006,incongruent,Y,0.755
006,incongruent,Y,1.539
006,incongruent,Y,0.66
006,congruent,Y,0.633
006,neutral,Y,0.677
006,incongruent,Y,0.648
006,congruent,Y,0.759
006,incongruent,Y,1.026
006,congruent,Y,0.86
006,congruent,Y,0.706
006,incongruent,Y,1.073
006,congruent,N,1.209
006,neutral,Y,0.873
006,incongruent,Y,0.772
006,congruent,Y,0.804
006,neutral,Y,0.758
006,neutral,Y,0.562
006,neutral,Y,1.006
006,neutral,Y,0.812
006,neutral,Y,0.679
006,congruent,Y,0.748
006,neutral,Y,0.739
006,incongruent,Y,0.846
006,congruent,Y,0.539
006,neutral,Y,1.125
006,neutral,Y,0.967
007,congruent,Y,0.582
007,neutral,Y,0.48
007,neutral,Y,0.542
007,neutral,Y,0.484
007,congruent,Y,0.528
007,neutral,Y,0.567
007,neutral,Y,0.608
007,congruent,Y,0.602
007,incongruent,N,0.561
007,congruent,Y,0.525
007,congruent,Y,0.582
007,incongruent,N,0.646
007,neutral,Y,1.046
007,congruent,Y,0.708
007,incongruent,Y,0.714
007,congruent,Y,0.744
007,congruent,Y,0.591
007,neutral,Y,0.637
007,neutral,Y,0.901
007,incongruent,Y,0.745
007,incongruent,Y,0.732
007,incongruent,Y,1.166
007,neutral,Y,0.478
007,incongruent,Y,0.702
007,incongruent,Y,0.651
007,congruent,Y,0.577
007,incongruent,Y,0.794
007,congruent,Y,0.668
007,congruent,Y,0.429
007,neutral,Y,0.593
007,incongruent,Y,0.513
007,neutral,Y,0.635
007,neutral,Y,0.648
007,neutral,Y,0.674
007,congruent,Y,0.646
007,congruent,Y,0.607
007,neutral,Y,0.629
007,congruent,Y,0.652
007,neutral,Y,0.567
007,neutral,N,0
007,incongruent,N,0.675
007,congruent,Y,0.655
007,neutral,Y,0.607
007,congruent,Y,0.543
007,congruent,Y,0.582
007,congruent,Y,0.714
007,congruent,Y,0.545
007,congruent,Y,0.577
007,congruent,Y,0.561
007,incongruent,Y,0.669
007,congruent,Y,0.684
007,neutral,Y,0.627
007,neutral,Y,0.728
007,neutral,Y,0.895
007,congruent,Y,0.594
007,incongruent,Y,1.027
007,incongruent,Y,0.452
007,neutral,Y,0.657
007,congruent,Y,0.581
007,neutral,Y,0.462
007,neutral,Y,0.653
007,neutral,Y,0.599
007,neutral,N,0.556
007,congruent,Y,0.625
007,congruent,Y,0.567
007,neutral,Y,0.698
007,congruent,Y,0.649
007,incongruent,N,0.608
007,incongruent,Y,0.724
007,congruent,Y,0.543
007,neutral,Y,0.56
007,congruent,Y,0.524
007,neutral,Y,0.569
007,incongruent,Y,0.491
007,neutral,Y,0.522
007,incongruent,Y,0.806
007,incongruent,Y,0.698
007,neutral,Y,0.977
007,congruent,Y,0.583
007,incongruent,N,0
007,neutral,Y,0.776
007,congruent,Y,0.733
007,incongruent,Y,0.976
007,incongruent,N,1.04
007,congruent,Y,0.716
007,neutral,Y,0.668
007,incongruent,Y,0.857
007,congruent,Y,0.579
007,neutral,Y,0.723
007,incongruent,Y,0.654
007,neutral,Y,0.668
007,congruent,Y,0.587
007,incongruent,Y,1.127
007,congruent,Y,0.622
007,incongruent,Y,0.825
007,neutral,Y,0.722
007,neutral,Y,0.673
007,congruent,Y,1.049
007,congruent,Y,0.563
007,incongruent,N,0.767
007,neutral,Y,0.548
007,incongruent,Y,1.002
007,neutral,Y,0.668
007,incongruent,Y,0.755
007,incongruent,Y,0.845
007,incongruent,Y,0.774
007,congruent,Y,0.448
007,incongruent,Y,0.765
007,neutral,Y,0.636
007,neutral,Y,0.515
007,incongruent,N,0.807
007,neutral,Y,0.596
007,congruent,Y,0.608
007,neutral,Y,0.587
007,congruent,Y,0.595
007,incongruent,Y,0.744
007,incongruent,Y,0.878
007,congruent,Y,0.625
007,incongruent,Y,0.849
007,congruent,Y,0.57
